id_cliente,total_ordenes,frecuencia_promedio
9565b6eb599caea334238cf517c2408b,2,379.323969907593
1f2c5059dad2c277b3b338163b49ca73,2,379.26768518518656
72421b30e46c895e99e8560a48a33fb6,2,379.21995370369405
69e4074cb5368c1539397e4ea570757a,2,376.21995370369405
60e6fe581610db699ac03fec61f4d53f,2,376.0569560183212
f3d7cb12e7dc54a424d935aae4426461,2,373.89012731518596
9c540c186d344c460d85726b531b287b,2,373.56386574031785
d05fdf65460ea1bf8735cd5843c3d97d,2,368.65885416651145
efd22f5f8fc7e5035a4f48bd92c0c69c,2,366.8503356478177
96701d73665eab8fc6fecb9863266efe,2,366.1573958331719
4cfa5155cf7cff8eb15e0b12041d058e,2,364.9756828704849
aa591348866497ba6bf83de62e4f8813,2,363.04703703708947
3ff874206f1d7d1e3ffe12bc9c88c27c,2,361.20346064819023
5faabfe6772088c4d906b63fa81ac63d,2,360.2521064816974
b4be8ffe5a39196f0098f30316f7d7a1,2,358.46233796328306
77e223f4a031fdeb1650e797bf4c692a,2,357.7684953706339
0bbb42a9ca8179ccfce14a11d2afe6de,2,357.0392708336003
69aab61687fa416ef601af332bd0ff0d,2,356.1343634258956
3c5e1130694632f44051b23fd86ad9e2,2,353.8763541667722
954456f376f79dfa36460750500f7dc6,2,353.8355555557646
1ba713c8258f756279a049018ce01177,2,353.4610416665673
4577881f7a6c10d8eb6bd7f7a82ffa86,2,351.0256249997765
139093b1c6e7e3108ac0469ce43bfb99,2,350.637986110989
2d5e5796e7901464c00407e69739c6db,2,350.2914351853542
efb164704e9f4fc3867f6f59f5f6dbd6,2,349.2818171293475
345759b8cb3d30586551de1ca6905df0,2,348.1528356480412
0942eedfe0e865b2a80419a14672286f,2,347.62747685192153
82809cee3c35eb89b4dd4d2d1a22eedf,2,347.3900694446638
7599dea7f7520c8c37351721ad6870de,2,347.10305555537343
9194f9aedc33b4f984bcdcc7da7461f4,2,346.1207291665487
20ae758fb6688386d9d1540f63d380e0,2,345.00009259255603
0a5fab743da859b3f10a409bbb132a5a,2,344.6171875
ada6236b6bba2b0c3588aea846e43afb,2,343.47368055582047
976a39626eb2337ee3258d4ad73f1543,2,342.9971064813435
10b58cbd6607267fd41812614367439e,2,342.9793749996461
c644c379a96ef9468f073699ae37a84b,2,342.87707175919786
719f18245d86356b20dbfc6ebff6498d,2,342.1939120371826
c17526359e1068290ebf7dd22a856de7,2,342.0007638889365
98d9a0f7e940e0750fbf72f9aaab1210,2,341.61759259272367
77784ec016bfbcc51d2394d1632f0d3d,2,341.35122685180977
c0842fc6a034863db2d8479df8435492,2,340.7424305556342
b643c19d91a65d73f94ba8e037668986,2,340.18783564819023
495fe7ae31686381c8145b2936e761dc,2,340.17335648136213
820e78bf5449cb1bafbc56095ceb77a7,2,338.0511458334513
a783997c6d6e57782d4d2dcbc5c9edaf,2,337.77825231524184
57c6a5ac88fde55944675cc79c4d5db7,2,337.09317129617557
989aabc133cd6097fb2fc9c4a919af4b,2,337.00023148115724
580561d937f063a0c4ffe1e4832df2f5,2,336.8094791667536
0c8286526be3a0fc8f50b7267db95035,2,335.99640046292916
c658495c41a24ef33a852db6840738a1,2,335.18605324067175
374fcbbfcf189ae177b2f955f9e74b3d,2,334.21489583328366
a8333c0243253bb6d89193af79807384,2,333.9672453706153
878d1683076172a5b7ffc7126ba99acd,2,333.79277777764946
71bd6ff3f70090f785e26643f22c6484,2,332.7814004626125
580e86cc6d0c8eafede3d6f2fa4bf9ab,2,331.2404050924815
8f4968221af78d6f248322ad465279fc,2,331.03548611095175
6428403ac3b03984c38fd083fa1647b0,2,330.9625462964177
c76dbe63126a89c815fe9716acfdb4a1,2,330.8329282407649
012452d40dafae4df401bced74cdb490,2,329.5597569444217
d83257348027bd8c59a228cc034de5e3,2,328.93793981475756
82532fe90a30190fdc4622143d41dc15,2,328.8843171293847
7cbf84875196ee1d04dc880ebbfaa7ef,2,328.65024305554107
124ef8d5acc80858c69d34e3e08b572d,2,328.1387499999255
1a281fe9f53ee457dacd2c9e8ccf861f,2,326.5750925927423
d27295915d486516b99c3aed8628e83b,2,325.72292824089527
f733f4254cce4a375a82258c272d1549,2,324.7580671296455
525e9dbf2f675f893b9f695d5ecefb31,2,324.3561921296641
929f67fce8f269879084f50385a16354,2,324.0843055555597
9b7fcde05dd369caf4dea1f04ed39fcc,2,324.06178240757436
574e36a816bf7a295404e686062fc0de,2,324.04678240744397
cb4253d36367737b6baa4f8ca58fac62,2,323.56916666636243
fe3e52de024b82706717c38c8e183084,2,321.9644560185261
3b80d2592c113d689c05232eb90db0ff,2,320.6636689817533
556ffcdd6185be1c44ea83be3b1b5f86,2,320.2296180552803
4f477c554c5bd165f95d62b409ac6425,2,317.95295138889924
32ea3bdedab835c3aa6cb68ce66565ef,3,316.5420949072577
7993617f039446d209d529ac9cc03f1c,2,315.5946064814925
dd47740f3c285d15d8c9c72fc204e78a,2,315.1234837961383
6bb0bebc0758e1a834cb5bf96b6d8feb,2,312.39418981503695
803b4fc75d3fe8c5dbed83f50b3fbd8c,2,312.1642939816229
952bdd2866ddfc528203799b6b7a24e1,2,312.0021527777426
ed4c785e11a78a73c48fa3af98008292,2,311.9118055556901
967ee07cb69460a7e1d42c7747142572,2,311.7475000000559
e1b59a2032b34097d0c1c8d320f40832,2,311.03811342595145
816092f5825c3e2cdfdd4af546d4d04c,2,310.65504629630595
9bb5ee90bbf9e5dec4a866a9d1117328,2,310.2858680556528
03d4953a455f8489e712ea80699de878,2,309.8590740743093
3d50a44231c2a153219cef76ee3e445d,2,308.98181712953374
43dce1c46f91f3cd233905d0a8b19153,2,307.99603009270504
099fad9e8f7dfbd0412c300bcc697e0b,2,307.149050926324
94374f520fa9fe75d477ecf113cae041,2,306.86849537026137
18d61a27f478cd6201df948578f814f9,2,306.111400462687
d6903bc66ac9ae94d0bec00ea5c39568,2,305.9919444443658
d8ad2c0c09bb419ee20bbbda66ed6d9c,2,305.98230324080214
0f9349a9da479b7e02c4cb4a0c73fb47,2,305.14306712988764
d75a854dd5534f42bfac3299ac2d0b33,2,303.992789351847
688d5274462f91fa0332582b748ce41d,2,303.03774305572733
2878289928927b75d078057c8d91405f,2,302.8206134256907
f113042ff356f926d517f3087d4a1ba8,2,302.623981481418
beceaa52fb2f761e647222b3cf7ce0b2,2,301.18175925919786
071fb07419a29c8ba143831082e0320a,2,299.9788310183212
c36acb527b8f2c464abd036b879f4ec8,2,299.9767013890669
d7b4f3c9c89ba771ef099693c61d7085,2,299.9142013890669
19de4cc79e2c2986e70b155b7631f61c,2,299.63993055559695
bbf65e7823171a84e70a495dd6c34ceb,2,298.53133101854473
6409bccd4062c7105e9fd94c9a72082c,2,298.5253009260632
7828a4a1ee004bbe6665cbffbc4bf2d9,2,298.4679050925188
53100f780630b0755dcdec40f673abfb,2,298.15927083371207
e14b8cd578c1f576594719bce2ee1aa2,2,297.8123842589557
1e0926e360000226b237bf277aec3380,2,297.1620601853356
0b3dc7efaafb0cf78a4796d42fa8d74c,2,296.78143518511206
45cfc55a4d5073c50be858369454fc0e,2,296.6893865740858
6084496782926c56bf04c556331bf884,2,296.4018402779475
45ca4053806ecd0f595c633184e0ff61,2,296.1523148152046
330fdaa06f93c0c6ffb4af7d79c1ef12,2,295.94340277742594
e374f0ed9ec35b9af339460a75c4d096,2,295.8420717595145
f7d7fc0a59ef4363fdce6e3aa069d498,2,295.2425347222015
d6caf670c8bf91aed723f242cafb71c8,2,295.06811342574656
f96be73d5c1d3bfe8fcba7924798ba91,2,295.0021412037313
2dc7f51f05ba1b1a92608e45e55d1fe1,2,294.9632060187869
54bf1780705493f3224d73bd48e53186,2,294.8608796298504
bcabe34e299eaf51bb601e89401e25e4,2,293.64990740735084
130f4a32887cc549621b3c6cf36bf77e,2,292.2192129632458
76c9a12722537319e44c31e70b7815c3,2,291.8210300928913
6871b052a835417d6d2e11153e0d3c2c,2,290.75232638884336
2d49eaf79111ff286fe657aadbed5a28,2,288.6685648150742
f8daef44c2589a488bfed29f1be8396a,2,287.8572222222574
02e4c56fefa30628768ffe326d332e2f,2,287.7066319445148
b64064e3ae051f50b6f1eb12552d30e4,2,286.09760416671634
f1c08d13b8520a6efa197627fada3a56,2,285.9353935183026
11b47516f8f6a42105b9807903ede333,2,285.23645833320916
e4971a4defaf07a1d7f2ff615a32c809,2,285.06587962945923
7c5cd64106c9160122fd28b026cec28b,2,284.02817129623145
e4d18909afd252a0289765acc614d3e0,2,283.48799768509343
9935b7e2683de890a208026f020e54d3,2,283.39167824108154
719b416ebeb9f51638f343c4cc19f742,2,283.15303240763023
ac3dcee918e6c96eb2ab467158143697,2,282.1492824074812
3be412c1321c061d6f85c5e41530ce2d,2,282.0116087961942
91687e2315fd578c976f37533a7d597a,2,281.96024305559695
071bb277b0146da77fac31e70657815e,2,281.2570370370522
3daa1c97a3155484f70c88b19c90dfb5,2,281.2089120368473
409379e6e577c89589dade402e6c2522,2,280.86737268511206
a2eb3545fdbc2c6687e8d66c78c206d6,2,280.79031249973923
18753de7f8b65856d23473280e71ceb2,2,280.6941898148507
b56c60ed244eed72ff5640a41bf254d5,2,280.1507986113429
1af3dcbc89998031651925e3994eab18,2,280.0053009260446
2767f1bba0529fe3f48378c05ea40f0f,2,279.9044791669585
6832ad9ac97f82c7c5d614fb8e632e7b,2,279.30098379636183
6eb453dca2505def092eb261e3a3d8d0,2,279.22434027772397
e9e9aa9ebf0957826090f74c9f5fd4e4,2,278.9622337962501
7b662d846265cb0ed144db95fe0c74dc,2,278.23318287031725
25a1ad8a564d758f233c587cc657aa4b,2,277.0391782410443
b316e256ce45161d3ab81f74834376e8,2,276.5304976850748
f72d1ee92d55688d07ca88506300715e,2,276.16925925947726
4827d6a02f010b9505e4af04c7fac522,2,275.00524305552244
c499023d38f0db1bcf3db96b3c8a5dee,2,274.9876620369032
cc2bef54fa72102dca9777ff483f75a5,2,274.9595833332278
bf482716881b0c14af9efda1fc58a649,2,274.1829050928354
c6b2ccbe75ac5addb40fcff5db96a5c1,2,273.9956944445148
78e63ed7c16b6a93bfdcef66ad250a00,2,273.52012731460854
f31ac54af6af7097bddd1053011e7a3a,2,271.8923726854846
f9165be8a411384aab9f945394418a0c,2,270.9197916663252
75ff587e87e047a7e00f75bbcab17c00,2,270.571932870429
d24e1d0902dac57dd313bcf4f9c80160,2,269.94762731483206
88fcb680dc8cd2e540010c0750b78242,2,269.8811805555597
8f3dca4306d5a89e4ae2c65c110603a2,2,269.8311111112125
8f6ce2295bdbec03cd50e34b4bd7ba0a,3,268.69270833348855
ca55f9ebddc988ee65f4dea1a93ebc98,2,268.5841666664928
004b45ec5c64187465168251cd1c9c2f,2,267.3134837965481
5d63628c95182301765aa1482b0293aa,2,266.8831944442354
7fb211f99a01b4971fd1e07e3a256458,2,266.66637731483206
28ad66c8baf13c85d2a936d0b06e73f6,2,266.34127314807847
b9fd889214fcb1a45e4cd51f5af6cba3,2,265.9979861113243
523b7915f240831d06b34ab9b804a200,2,265.94817129615694
d42d80a0e58167c0dbb59315c93788bc,2,265.9271643520333
99d697dd68fad729283560abe0adae43,2,265.7582986112684
2a36404701b15c414647a2ec2102baba,2,265.35221064835787
070acf4df1234a6257809e4e79644481,2,264.7076736111194
3b92b8617254e581d164b5d213d437a2,2,262.809259259142
934e91b0e98dbbeb3649cb1091cca051,2,262.6753124999814
30b782a79466007756f170cb5bd6bbd8,3,262.54547453694977
abc9e5b32caf6ec0c8fa356117b66d66,2,262.18142361100763
acc374bd9024806a83121b1d2565db2f,2,262.1456712959334
d0175fc564515a47e95bcfdf40e6bc07,2,261.9992129630409
065938485846aa5adc196cb536de42e0,2,261.8946296297945
857104e1bfb81cb14e88ff07d1b22c70,2,261.8786805556156
a80bfbd1e59358c3afb4b2980455f171,2,260.21778935194016
6f59eba24fd00a27069b57c896d8899a,2,260.14298611087725
327a01a6885ecfda06a3d5c50fb515c3,2,259.2642245371826
04e495a3f45df8b41be2e934bbc16961,2,258.99791666679084
0abee71cd257861a0944e2a81cea4a50,2,258.99474537046626
e4951b10e341a56871ef584deab3f2ef,2,258.0705671296455
2be5dce8b491a7bc6a65d6e91bf49812,2,257.93921296298504
d0c62583f73531eba6338b2390e7a861,2,257.91037037037313
c4de6c1719eff03b6d30aff09571e272,2,257.83638888876885
29f8e372b3b1d42ad2e00a0b976bfc34,2,257.2785879629664
aaf00c4cf40ae5b125c7f169dcce2fa3,2,255.9123958335258
1b6e96ed99cb8d135efe220d761bbd67,3,255.74726851843297
66ae4493fc7c710a8db6d9620901f40d,2,255.18709490727633
88055311adcee315a7c05930e3849363,2,255.1818402777426
b7474898d0dccad79a77bf2b0d23bbab,2,254.51962962932885
84720447172b234e7504da52ee639435,2,254.34899305552244
cd915c60db8686f9a3dc35745aa1691c,2,253.986909721978
c4063084f01f085897c04bcbd81fcb69,2,252.80525462934747
2e0a2166aa23da2472c6a60c4af6f7a6,2,252.36877314839512
37266d5c6bf5cb0700372d16599a9b21,2,252.0921412035823
1dcb4c54d17855c39899eb445551501c,2,251.94447916653007
9e4accf95024aa6565ca1efcadb96752,2,250.7273379629478
b4d20b907a61795e8c8f3a7966c6cfb9,2,248.7522800923325
ce6160651998b40db0a0f3b9d69f7f3d,2,248.34822916658595
8dcf2096a68ce8212a3f534ab31ee23e,2,247.20099537028
ed7ecb1bd52fef9f35d06b0f09c79539,2,247.19212962919846
176df29483e4fb6ce1d6dd1c824ad72d,2,246.87251157406718
575e8735ac3203bfb92c7d52919faf70,2,246.30788194434717
e53fd5575f1418397aae732c5755b6fc,3,246.11010995390825
345817899c325d8b41c9e88011a8ab43,2,246.0638657407835
baa8144c90cc484cda27858b86a32f99,2,246.03557870397344
de8ce480b6119f2835ce8ad07c326793,2,245.78395833307877
13bf0b4120921402dff563cda4383ff6,2,245.33940972201526
e8a63b5829f45bc153ed838ba9de6c0b,2,245.09172453731298
e43e7031cd89dd0ac61dd44b840c311f,2,244.9866550923325
340d924858c395848c127b3e772b6bfd,2,244.60499999998137
accd68fd87adda3d6360d77daafd964d,2,243.24303240701556
71e1f051740a6d2fcdc204e989035526,2,242.0258449073881
c0fcb07a9959ae14f01bad208e445cc4,2,241.93614583322778
51d8d985d769925b981b4a34ddf6dfc6,2,241.80267361132428
d8a89dc47bde7dc0b83a3434cc017ee1,2,241.5618402780965
b9badb100ff8ecc16a403111209e3a06,3,241.21869212947786
27259fad9054fce994a70f1d117bc402,2,241.1683333334513
99b8ee09d642ffedf091951a7235faa0,2,240.20567129645497
ab58f2fb5f71caac6366303095c0cd41,2,240.02901620371267
ea94f7a5177a14fde12ff625b03dcd7a,2,238.75774305546656
53beace9d0aa08b64d759d5f5a66550c,2,238.59608796332031
b4418ae2225a81808d6c5a61f3a719ff,2,237.5776041666977
aab0cf2b7b1d9c3fd242397d73ed044b,2,237.3747337963432
9b22d6fe1f74d6e1aefec789415ec847,2,237.35994212981313
7c438259d88d8eefb977be5432d761c1,2,237.3167361114174
9c18cd0ba86443dce5c2e5157cbd2eff,2,236.34091435186565
8f1794300ad248a55eae07168219ca15,2,236.1828009262681
2f118e666b41b76a61d8cdbbc19f7735,2,236.17890046257526
6856178ce177496369e3a83fd143e621,2,236.018773148302
029b457bd01199c39136f89e0eddcd3a,2,235.78582175914198
e9659b474a13413b36c7a5c1e6d7055b,2,235.1425462961197
562b3bca5a8903b7451462b6e7aa6082,2,235.11369212949648
ecc693b513a0c362c8da8e6beeeb545a,2,235.04249999998137
e38a9d13896946501404c6d82790728c,2,234.94873842597008
f25c82f041560f45f4a408157ff3a5de,2,233.1767824073322
f3b75d6f1b2a6555223b35fcb52dcf54,2,232.82709490740672
49e6749fd8bf4a9218457eb19a92e200,2,232.58659722236916
ebf40c0db4fe06ddd15a7a44238c986e,2,232.13409722223878
efce1ab3e96ccab8b1b464326bd22417,2,231.99951388919726
71b8dc9ce21a7ca5344bde166e117c9f,2,231.0667476854287
9c2014c8ebe041a98e9603375cd7bb6b,2,231.0554513889365
0aadc1d26d1c8b88a52c39a533ccea93,2,230.98216435173526
065dcef61d5f66b30d2ee51b5343d023,2,230.9517129631713
10d5890ed5e7ec78a7db23b5ac579b17,2,230.87355324067175
cc492df9ae61715ec0ede787f6f086d9,2,230.69447916699573
bc7b9e0d078c0c01f622b38cfcd7ee9c,2,230.61082175932825
43255e3df6cda368809baa2fc72872c8,2,230.5902314814739
1041688b50cfd8ef6df6086a1746a30c,2,230.44659722223878
5192c897072033288df55bd01b0e5737,2,230.10351851815358
9fa0a504d42412f2bc9878d90541121d,2,229.91585648152977
dc48b0a1b0e6abb6586f322c189f6b93,3,229.6976967593655
2fe074ea3cc24b8fd57d29effc995f8b,2,229.69104166701436
7e4bebe20140a71b34263a659ba1ce11,2,229.54201388871297
68f412bbb674141ab49ef13b501baf45,2,229.46723379613832
377860a7242c2e503c926b76ab6e0a65,2,229.20538194477558
61181b9bc9188678b5991d89064dd961,2,228.0277314814739
2c45ab66a3dae52960147e76a35740ff,2,226.99930555559695
704d4446bffad3f1d6b73a58426af36a,2,226.68494212953374
bd9faf610de6660a02b39510406c8e9f,2,226.135856481269
52abba659c0a219f8de7076dc33e0e83,2,225.0104629630223
1cbda36ee89944baa7a738ddbdc4679a,2,224.71751157427207
3df4912077693dc7933267da9542825c,2,224.55145833315328
323ff9fd6b4a3edcdf3039e1fb213eb6,2,223.82704861089587
f1f30eb24d90309e4ec02c385a17e81f,2,223.55188657389954
26e025af2347c3968f6a578f853a9da2,2,223.13581018522382
664fe7916cb8709c6b848383c6361dcc,2,222.72833333350718
973f2fba63a7eb540f8860b0c75b63cb,2,222.4464699071832
2a17d0a71f5910d7207819f9ca9ec12b,2,220.9660879629664
e2c87a07e54c863d60af789a9233bdb5,2,220.92221064819023
58e2253f083d42930c64ca32b510a512,2,219.26575231458992
54732c804725f94304b9f2d1107a3d6e,2,218.96905092615634
a147b35c04951884b4bbd65a0085cf88,2,217.85603009257466
e10b68125f54adc15562b1fa412e655a,2,217.33587962947786
041caba6a63ace5818387698ea85cdb2,3,217.33344328706153
ebad8517c448bbd20ca1910bf1a33819,2,217.19971064850688
5941ba7f91b519d195e16e34fcf61bac,2,217.05027777794749
20282afdbe6cf22d5f5a956d8b5a3f78,2,217.00251157442108
0b402d6dd50694a118c642448e2cb086,2,216.17630787054077
142dc6250eac579893595d9889411834,2,216.07025462947786
65663adf8c7a498b79e57ff84ab2b654,2,215.92421296285465
18186af785c301b05127a291eac901e1,2,215.07208333350718
388661387449408a9ab88ea55c9f1a0f,2,214.90119212958962
eac6dbc8ecd0a2f08ed8e53d18f0e0d0,2,214.31074074050412
31d332d20895c5c0baefe55207a0fead,3,214.0646990740206
1a13743254d9c8e6360106295947932f,2,214.01758101861924
f561632522774ab728bb93f8f3ab5e61,2,213.93530092621222
9177736727dc747f69fceccc193c125a,2,213.43733796291053
39fff7cb5873a7116b02234bd1e6c6dc,2,213.42306712968275
d0813c57df04369487ff42ab24dd0ac7,2,213.27171296300367
453c2895f29b6d9a47f8cb48e00b024b,2,213.17332175932825
6c5524784076044070d9fe6cf151912d,2,212.90635416656733
e45b0c7dd75287df589a26fdb7c2fcaf,2,212.9027314814739
083ce299ea3fc1eba79bd0b17f64555b,2,212.8517939816229
d0145502f422d4a9387f75186674f29a,2,212.1027314811945
f11451a120b48a5c4c36d3274f0fd80c,2,212.08559027779847
16a909e83380bb2ae4676ca69ac30886,2,211.41565972240642
e0233c751408137ec5cdde0c37e6a61a,2,211.04917824082077
95828271d6bee6d5eedcd00e639d67a6,2,210.62328703701496
c9f3502cccf5585cea25aa7de58f6cb5,2,210.0830671293661
0d51e04ae0b1d341e4f49812d1f4fbe2,2,209.9273263886571
6faa792efdf7c9c6eb7cfdf68aa5e581,2,208.95952546270564
eddc1407b097ef7952deb24806c9059b,2,208.92124999966472
81098a634d4eab46ab9fbd0df37e52bd,2,208.72121527744457
2d14556024f4bbe01f147576097c42fe,2,208.02980324113742
98a8081d6f922b47f0b48d0b10665047,2,207.56873842608184
d4e5ada242c876e58b2dbbcfaa80d977,2,207.31780092604458
49c6b1ee895e59043bcd5e2135f08355,2,206.97585648158565
d0924cc48eeb9e613a31e365ba1db47d,2,206.68078703712672
7588c20c457369de8caad958afc1cc06,3,206.62914351862855
3d4f12dece1264e5d6321f1b7f003336,2,206.30712962988764
01c289bb06354cdc7e6549570f20ada4,2,206.08575231488794
4ef6c02126b21225e011b242f9f79c6f,2,206.04783564805984
7c5198d8a67f7da5930f067766cb468f,2,205.825486110989
d42abb03c8796ea293a48772c24843c1,2,205.2028935183771
e60d32d446c543a9af42c36bf266b0ed,2,204.80446759285405
549a24530925587e2faddb35f667e458,3,204.71933449059725
d0401aa66d5c33ae752ece32f8474d3c,2,204.71715277805924
bd8e0f3ea9fb694fc53c7a358643fc06,2,203.95893518533558
862b2c6ccf4352c087cd60cdac498b48,2,203.35900462977588
3504bea0c72ad9e945b63f889702d2d4,2,203.13819444412366
4bbaf6f7a10a7e26a8777aa5cb6d5864,3,202.3462037036661
e1cc1be2730188040748affa422b2803,2,201.76252314820886
0ad7cb4f48f2a2cf5080e3c19c7cf98c,2,201.12887731473893
a2370b590b2453d5a748d4c4c35f900b,2,201.09998842561617
78d79858662c99b94b69547d9f80e061,2,201.01873842580244
eb89ecac165940c95a05cb77e89a789d,2,200.76574074057862
33b141e373b4f251b033f9ed33d6974d,2,200.7273379629478
6fe09f77ec8e29ed4e619c6841f6479b,2,200.63221064815298
ae3e48f07b8242fa45f29dca1ce36a08,2,200.56559027777985
37f8e7062a53c1a0fca4f59f4c6b1429,2,200.31924768537283
8c8bc67c372d5c409fbf1a340205ddca,2,200.10968750016764
5925dfa8cd87ab4d852383f7039c8bc2,2,200.0259606479667
ce41a50f9ff95ef577cb759483fe9165,2,199.32934027770534
485b849ef839f0f401da8bfdc7ac2781,2,199.30478009255603
19be5923f7d998e76b9f3b1eb87c32af,2,198.9363310188055
7b05e0471103ce0ef346e87c357273fe,2,198.62175925914198
5c77da09750b42091c93c331d544ab53,2,198.61182870389894
dc6502a8fc5ef5239994a36192e7a0ca,2,198.5612499997951
ecdbc4bf2201c807294c7d8c4b777032,2,198.18841435201466
e4d800060f85d896b83b4c3e3570065b,2,197.9865277777426
21a2d9dc71459dbd3dad219cb9681964,2,197.74157407414168
49d1599dd80dedc213037342bbe43fd7,2,197.6210763892159
0c32aa09e8eced3ea26c2a013b7b75e9,2,197.3177893520333
ae7b79796d47ab59f417a154efcdbb77,2,196.8537152777426
6e2f539e9e0e323859a81079581db712,2,196.2511574071832
eb3401656cd6eaad985629735dc1c339,2,196.11085648136213
95c673245afd9e175e46590ea80fd159,2,195.85730324080214
927c1b4bd2d326409fd16eeedaa9ea30,2,195.80339120374992
ca0cd77819a2427d6ca0e0d0e92de58b,2,195.46318287029862
22ac8971f405f9520b3e7cf37e042ee7,2,195.17633101856336
a31ef19138e1e8ddad1c8c30612a044d,2,195.0873148147948
bc877a9f97bb3f3d4fcd5f86028f81a9,2,194.7921875002794
